Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-11-06 00:00:00+07:00,2272.346997700934,2272.346997700934,2222.7685177510953,2239.294677734375,28853500,0.0,0.0
2015-11-09 00:00:00+07:00,2231.0324497767856,2231.0324497767856,2152.5331598772323,2169.059326171875,37358000,0.0,0.0
2015-11-10 00:00:00+07:00,2148.4007230718084,2189.71612159242,2136.006103515625,2136.006103515625,68137000,0.0,0.0
2015-11-11 00:00:00+07:00,2140.137503386922,2169.0582804597184,2136.005963805094,2144.26904296875,43298000,0.0,0.0
2015-11-12 00:00:00+07:00,2144.26904296875,2197.9790575325146,2144.26904296875,2144.26904296875,26996500,0.0,0.0
2015-11-13 00:00:00+07:00,2140.9499931999517,2161.6956326689437,2140.9499931999517,2145.09912109375,39106500,11.0,0.0
2015-11-16 00:00:00+07:00,2132.6516955471775,2140.949951171875,2099.458673048389,2140.949951171875,36399000,0.0,0.0
2015-11-17 00:00:00+07:00,2174.143595610119,2207.3366276041666,2174.143595610119,2178.292724609375,77918000,0.0,0.0
2015-11-18 00:00:00+07:00,2178.292397376912,2211.4854243845602,2165.845012249044,2169.994140625,34843500,0.0,0.0
2015-11-19 00:00:00+07:00,2174.1428118967183,2194.8884494148165,2149.248046875,2149.248046875,85414000,0.0,0.0
2015-11-20 00:00:00+07:00,2149.248381059886,2190.7396625475285,2140.9501247623575,2182.44140625,51167500,0.0,0.0
2015-11-23 00:00:00+07:00,2199.0376820958645,2211.4850652020677,2186.5902989896617,2207.3359375,52341000,0.0,0.0
2015-11-24 00:00:00+07:00,2199.037972699733,2252.9766399546324,2199.037972699733,2236.380126953125,94665500,0.0,0.0
2015-11-25 00:00:00+07:00,2236.3801685474536,2261.2749385127318,2232.2310402199073,2240.529296875,51458500,0.0,0.0
2015-11-26 00:00:00+07:00,2257.126097504621,2277.8717417831563,2240.529582081793,2244.6787109375,84898500,0.0,0.0
2015-11-27 00:00:00+07:00,2257.1257129277565,2257.1257129277565,2174.1431499524715,2182.44140625,23257500,0.0,0.0
2015-11-30 00:00:00+07:00,2174.142812894571,2178.291940400095,2053.818115234375,2053.818115234375,356188000,0.0,0.0
2015-12-01 00:00:00+07:00,2107.7574937352592,2211.485716852152,2107.7574937352592,2199.038330078125,144760000,0.0,0.0
2015-12-02 00:00:00+07:00,2203.1868097979323,2232.230703712406,2174.1429158834585,2207.3359375,69710500,0.0,0.0
2015-12-03 00:00:00+07:00,2190.7394266917295,2215.6341929041355,2178.2920435855262,2207.3359375,38554500,0.0,0.0
2015-12-04 00:00:00+07:00,2207.3366276041666,2207.3366276041666,2174.143595610119,2178.292724609375,45929500,0.0,0.0
2015-12-07 00:00:00+07:00,2190.739787629962,2215.634557943939,2186.5906592442993,2194.888916015625,49197000,0.0,0.0
2015-12-08 00:00:00+07:00,2169.9940572141913,2215.6344675953696,2157.5466725647793,2161.69580078125,52757500,0.0,0.0
2015-12-09 00:00:00+07:00,2161.69580078125,2161.69580078125,2161.69580078125,2161.69580078125,0,0.0,0.0
2015-12-10 00:00:00+07:00,2140.950217013889,2240.529296875,2140.950217013889,2240.529296875,76059500,0.0,0.0
2015-12-11 00:00:00+07:00,2232.230780399207,2232.230780399207,2161.695607040868,2190.739501953125,59727500,0.0,0.0
2015-12-14 00:00:00+07:00,2157.5464791962595,2190.739501953125,2149.2482235070433,2190.739501953125,47580500,0.0,0.0
2015-12-15 00:00:00+07:00,2165.8450536363907,2190.7398243678435,2165.8450536363907,2174.143310546875,47291500,0.0,0.0
2015-12-16 00:00:00+07:00,2219.7836139516176,2248.8275117042554,2203.18710095011,2236.380126953125,70100000,0.0,0.0
2015-12-17 00:00:00+07:00,2290.318510167739,2290.318510167739,2252.9763605454386,2257.12548828125,114667500,0.0,0.0
2015-12-18 00:00:00+07:00,2232.2310714865903,2240.529328257916,2194.888916015625,2194.888916015625,90887000,0.0,0.0
2015-12-21 00:00:00+07:00,2182.4409605891246,2219.783106302627,2182.4409605891246,2186.590087890625,34568000,0.0,0.0
2015-12-22 00:00:00+07:00,2190.739501953125,2207.3360133315578,2186.5903741085167,2190.739501953125,61600500,0.0,0.0
2015-12-23 00:00:00+07:00,2182.4409605891246,2207.3357243981263,2178.2918332876247,2186.590087890625,45442000,0.0,0.0
2015-12-28 00:00:00+07:00,2174.142957390361,2223.932490765713,2174.142957390361,2211.485107421875,65440500,0.0,0.0
2015-12-29 00:00:00+07:00,2190.7400722287734,2223.933103626179,2190.7400722287734,2199.038330078125,57153500,0.0,0.0
2015-12-30 00:00:00+07:00,2199.0376820958645,2273.7219807330825,2199.0376820958645,2207.3359375,72863000,0.0,0.0
2016-01-04 00:00:00+07:00,2186.5906592442993,2228.081943100927,2182.4415308586363,2194.888916015625,77479500,0.0,0.0
2016-01-05 00:00:00+07:00,2190.739551693925,2248.8273428373245,2190.739551693925,2219.783447265625,96609000,0.0,0.0
2016-01-06 00:00:00+07:00,2211.485141176166,2240.5290360884233,2190.739501953125,2190.739501953125,105370000,0.0,0.0
2016-01-07 00:00:00+07:00,2174.1428973858174,2182.441152719351,2157.54638671875,2157.54638671875,146746500,0.0,0.0
2016-01-08 00:00:00+07:00,2149.2481313852163,2174.1428973858174,2149.2481313852163,2157.54638671875,125820000,0.0,0.0
2016-01-11 00:00:00+07:00,2149.248446116728,2153.3975743910846,2116.055419921875,2116.055419921875,75952000,0.0,0.0
2016-01-12 00:00:00+07:00,2140.950282904938,2194.8889528230857,2140.950282904938,2174.143310546875,86093500,0.0,0.0
2016-01-13 00:00:00+07:00,2194.8883424936257,2207.3357243981263,2182.4409605891246,2186.590087890625,76587000,0.0,0.0
2016-01-14 00:00:00+07:00,2157.5466725647793,2182.441441863604,2153.3975443483087,2161.69580078125,119213500,0.0,0.0
2016-01-15 00:00:00+07:00,2174.1428973858174,2182.441152719351,2157.54638671875,2157.54638671875,68326000,0.0,0.0
2016-01-18 00:00:00+07:00,2132.651337081527,2174.142608230973,2128.5022099665825,2153.39697265625,81317000,0.0,0.0
2016-01-19 00:00:00+07:00,2165.845012249044,2174.143269000956,2149.24849874522,2169.994140625,54711000,0.0,0.0
2016-01-20 00:00:00+07:00,2157.5466725647793,2169.9940572141913,2153.3975443483087,2161.69580078125,75676000,0.0,0.0
2016-01-21 00:00:00+07:00,2165.844556889479,2165.844556889479,2149.248046875,2149.248046875,76938000,0.0,0.0
2016-01-22 00:00:00+07:00,2165.8446420522837,2174.1428973858174,2149.2481313852163,2157.54638671875,71511000,0.0,0.0
2016-01-25 00:00:00+07:00,2190.740111607143,2194.8892406063987,2161.6962086123513,2178.292724609375,56835500,0.0,0.0
2016-01-26 00:00:00+07:00,2165.8446420522837,2182.441152719351,2153.3972590519834,2157.54638671875,57143000,0.0,0.0
2016-01-27 00:00:00+07:00,2174.143310546875,2190.7398243678435,2169.994182091633,2174.143310546875,122278500,0.0,0.0
2016-01-28 00:00:00+07:00,2174.1431499524715,2203.1870469938212,2174.1431499524715,2182.44140625,126774000,0.0,0.0
2016-01-29 00:00:00+07:00,2190.7398243678435,2194.8889528230857,2153.3976682706643,2174.143310546875,175698000,0.0,0.0
2016-02-01 00:00:00+07:00,2174.143274087311,2194.888916015625,2153.3976321589967,2194.888916015625,89371000,0.0,0.0
2016-02-02 00:00:00+07:00,2194.8889528230857,2194.8889528230857,2169.994182091633,2174.143310546875,96631000,0.0,0.0
2016-02-03 00:00:00+07:00,2157.5464709051726,2174.142982219828,2153.3973430765086,2165.8447265625,65229000,0.0,0.0
2016-02-04 00:00:00+07:00,2157.5466373574145,2199.037918845057,2157.5466373574145,2182.44140625,82874000,0.0,0.0
2016-02-05 00:00:00+07:00,2174.14288364176,2252.976308811976,2174.14288364176,2228.08154296875,265133500,0.0,0.0
2016-02-09 00:00:00+07:00,2223.9324483082705,2228.0815760103383,2190.7394266917295,2207.3359375,54516500,0.0,0.0
2016-02-10 00:00:00+07:00,2199.037883636417,2223.932652130414,2199.037883636417,2203.18701171875,69001500,0.0,0.0
2016-02-11 00:00:00+07:00,2190.739510182584,2248.827300225304,2190.739510182584,2215.63427734375,159586000,0.0,0.0
2016-02-12 00:00:00+07:00,2219.7835240480813,2248.8274206244114,2199.037883636417,2203.18701171875,121062500,0.0,0.0
2016-02-15 00:00:00+07:00,2223.9325330641386,2232.2307887845272,2211.4851494835557,2215.63427734375,64452500,0.0,0.0
2016-02-16 00:00:00+07:00,2211.484990361911,2244.678010855148,2211.484990361911,2223.932373046875,100538500,0.0,0.0
2016-02-17 00:00:00+07:00,2223.932373046875,2236.379755731839,2215.6341179235656,2223.932373046875,76406500,0.0,0.0
2016-02-18 00:00:00+07:00,2240.5288832934934,2252.9762659784574,2223.932373046875,2223.932373046875,146528500,0.0,0.0
2016-02-19 00:00:00+07:00,2207.336004849138,2207.336004849138,2145.099087419181,2165.8447265625,147712000,0.0,0.0
2016-02-22 00:00:00+07:00,2161.6953240816238,2199.0374697951256,2157.5461967801234,2186.590087890625,55658000,0.0,0.0
2016-02-23 00:00:00+07:00,2190.7398243678435,2203.18720973357,2161.6959251811486,2174.143310546875,92492000,0.0,0.0
2016-02-24 00:00:00+07:00,2161.69580078125,2182.441441863604,2136.8010314824255,2161.69580078125,84799500,0.0,0.0
2016-02-25 00:00:00+07:00,2174.143269000956,2190.73978250478,2161.695883873088,2169.994140625,74008000,0.0,0.0
2016-02-26 00:00:00+07:00,2182.4412544621955,2240.529044504916,2182.4412544621955,2215.63427734375,141175000,0.0,0.0
2016-02-29 00:00:00+07:00,2240.5292552035016,2244.6783834538787,2219.7836139516176,2236.380126953125,138837000,0.0,0.0
2016-03-01 00:00:00+07:00,2236.379755731839,2248.827138416803,2215.6341179235656,2223.932373046875,79590500,0.0,0.0
2016-03-02 00:00:00+07:00,2244.6783415500117,2248.827469722932,2211.4853161666474,2232.23095703125,126069500,0.0,0.0
2016-03-03 00:00:00+07:00,2228.0821955146716,2248.8278397932067,2228.0821955146716,2244.6787109375,115057500,0.0,0.0
2016-03-04 00:00:00+07:00,2257.1259351979743,2273.722449427371,2244.6785495259264,2252.976806640625,102347000,0.0,0.0
2016-03-07 00:00:00+07:00,2257.1259351979743,2265.4241923126724,2240.529420968577,2252.976806640625,105623000,0.0,0.0
2016-03-08 00:00:00+07:00,2240.5288832934934,2252.9762659784574,2190.739352553638,2223.932373046875,110122000,0.0,0.0
2016-03-10 00:00:00+07:00,2211.484990361911,2232.230628170184,2182.4410974303287,2223.932373046875,109073500,0.0,0.0
2016-03-11 00:00:00+07:00,2223.932373046875,2223.932373046875,2223.932373046875,2223.932373046875,0,0.0,0.0
2016-03-14 00:00:00+07:00,2223.932373046875,2223.932373046875,2223.932373046875,2223.932373046875,0,0.0,0.0
